Text,label
" WATCH: Republican Heartlessly Tells A Mother That If Her Son Wants Healthcare He Should Get A Better Job Wow. The cruelty of Republicans knows no bounds.Apparently, Republicans truly believe that healthcare is a privilege that only people with money should be able to receive.That s basically what Ohio GOP Rep. Warren Davidson told a mother who expressed her concern that her son won t have healthcare coverage if Republicans repeal the Affordable Care Act.The woman s son works in the service industry, which usually does not provide health insurance to workers. Pay is also low enough that workers qualify for Medicaid, a program that Republicans fiercely oppose because it benefits low-income Americans.Prior to the passage of the Affordable Care Act, her son did not have health insurance. He, like millions of other Americans, could not afford it. But the Medicaid expansion finally gave him the healthcare coverage he desperately needed. Now that is being threatened by Donald Trump and the Republican-controlled Congress. Can you explain why my son and millions of others in his situation are not deserving of affordable, decent health care that has essential benefits so that he can stay healthy and continue working?  the mother asked Davidson at a town hall event on Tuesday.Davidson responded by giving a heartless answer that resulted in a round of boos and jeers from the crowd in attendance. OK, I don t know anything about your son, but as you described him, his skills are focused in an industry that doesn t have the kind of options that you want him to have for health care. So, I don t believe that these taxpayers here are entitled to give that to him. I believe he s got the opportunity to go earn those health benefits. First of all, service industry workers pay taxes, too. So they have every right to be covered by Medicaid. Second, healthcare is a right that everyone should have regardless of where they work or what industry they work in. Third, there are not enough of the kind of jobs Davidson is talking about to provide everyone in this country with workplace-provided healthcare coverage benefits. And finally, if Davidson and his Republican colleagues got off their asses and passed a law requiring the multi-billion dollar service industry to provide healthcare to their workers or pay their workers enough so they can afford to buy good health insurance plans themselves, this woman s son and millions of others would not have to live in fear of losing their coverage.But Davidson literally told this woman to tell her son to get a different job. And he dug the hole deeper for himself by compare health insurance to cell phones. If he doesn t want a catastrophic care plan, don t buy a catastrophic care plan. If you don t want a flip-phone, don t buy a flip-phone,  Davidson said. Once again, the crowd reacted in total disgust.Buying a cell phone is NOT the same as buying health insurance, and it s time for Republicans to that through their thick skulls.Health insurance costs hundreds of dollars a month or more while a cell phone payment plan is relatively cheap.In response to Davidson s remark, the woman snapped back and then walked away with the knowledge that her own congressman doesn t give a damn about her or her family. I m sorry, health care is much different than a cell phone and I m tired of people using cell phone analogies with health care,  she said.Here s the video via YouTube. The exchange begin at the 37 minute mark:This is why Republicans should be ousted in 2018.Featured image via screenshot",Fake
"Trump, Macron agree to work together on North Korea: White House WASHINGTON (Reuters) - U.S. President Donald Trump and French President Emmanuel Macron spoke by phone on Saturday and agreed to work together on a crisis on the Korean Peninsula, the White House said in a statement. “They discussed the need to confront the increasingly dangerous situation associated with North Korea’s destabilizing and escalatory behavior,” the White House said in a statement. In recent days, Trump and the North Korean regime have engaged in heated rhetoric about the Asian nation’s nuclear weapons program. ",Real
"FBI Director Wray defends bureau in wake of Republican criticism WASHINGTON (Reuters) - The director of the Federal Bureau of Investigation defended his  employees on Thursday against a growing chorus of accusations by Republicans, including President Donald Trump, that its agents were allowing political bias to seep into their investigations. In testimony before the House of Representatives Judiciary Committee, Christopher Wray said he believed the reputation of the FBI was not, as Trump recently wrote on Twitter, “in tatters.” “The agents, analysts and staff of the FBI are big boys and girls. We understand we will take criticism from all corners,” Wray said.  “My experience has been that our reputation is quite good.” Republicans had in recent weeks stepped up criticism of the FBI and Special Counsel Robert Mueller, who is investigating whether Trump campaign aides had colluded with Russia to influence the 2016 U.S. presidential election. The move is widely seen as a tactic to undermine Mueller’s investigation, which has so far led to criminal charges against four people from Trump’s inner circle. It comes as Republicans prepare to head into a potentially challenging midterm 2018 congressional election cycle. Republicans have sought to re-litigate questions relating to the FBI’s handling of an investigation into Hillary Clinton’s use of a private email server, and questioned whether Justice Department officials gave her preferential treatment in their decision not to charge her with a crime. They have criticized former FBI Director James Comey for publicly announcing a decision not to refer Clinton for prosecution and asked whether the decision-making was politically tainted.  Wray took over the helm of the FBI after Trump abruptly fired Comey earlier this year.     Most recently, Republicans got fresh ammunition against Mueller and the FBI, after media reports said FBI agent Peter Strzok was removed from the Russia probe because he had exchanged private text messages that disparaged Trump and supported Clinton. Strzok was involved in both the Clinton email and Russia investigations.  Wray acknowledged Thursday that Strzok was removed from Mueller’s investigation, but said he was reassigned, not disciplined. “We cannot afford for the FBI - which has traditionally been dubbed the premier law enforcement agency in the world - to become tainted by politicization or the perception of a lack of even-handedness,” Committee Chairman Bob Goodlatte said.  Wray repeatedly refused to weigh in on how his predecessor handled the Clinton matter, and deferred to Justice Department Inspector General Michael Horowitz, who is conducting a wide-ranging review into the topic. Horowitz recently told lawmakers he expects his review to be complete by late winter or early spring. “When those findings come to me, I will take appropriate action if necessary,” Wray said. Democrats, meanwhile, urged Wray to stand up against bullying by the president. “Your job requires you to have the courage to stand up to the president, Mr. Director,” said the committee’s Ranking Democrat Jerrold Nadler. “There are real consequences for allowing the President to continue unchecked in this manner.” ",Real
"Trump angers UK with truculent tweet to May after sharing far-right videos LONDON (Reuters) - U.S. President Donald Trump sparked outrage in Britain on Thursday with a sharp rebuke of Prime Minister Theresa May on Twitter after she criticized him for retweeting British far-right anti-Islam videos.   As British politicians lined up to condemn Trump for sharing videos originally posted by a leader of a British far-right fringe group, Trump, in an unprecedented attack on one of America’s closest allies, replied with an unrepentant message. “Theresa @theresamay, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine,” he tweeted. His truculent response caused anger in Britain, where there have been several major Islamist militant attacks this year, with one minister describing Trump’s tweets as “alarming and despairing”. London’s Muslim mayor called for the withdrawal of an offer to him to make a state visit to Britain.  May, on a visit to Jordan, repeated her view, expressed earlier by her spokesman, that the U.S. leader was wrong for sharing anti-Muslim videos posted by Jayda Fransen, deputy leader of Britain First. But she did not directly respond to Trump’s rebuke.  “I’m very clear that retweeting from Britain First was the wrong thing to do,” May told reporters in Jordan. She said the group was a “hateful organization” that sought to spread division and mistrust. “The fact that we work together does not mean that we’re afraid to say when we think the United States has got it wrong, and be very clear with them,” May said. She added that Britain had a long-term, enduring relationship with the United States. The British ambassador to the United States, Kim Darroch, said he had raised concerns with White House officials. “British people overwhelmingly reject the prejudiced rhetoric of the far right, which seek to divide communities & erode decency, tolerance & respect,” he wrote on Twitter. Fransen, who was convicted this month of abusing a Muslim woman and whose group wants to ban Islam, is facing further criminal charges of racially aggravated harassment. TRUMP AND MAY ONCE HAND-IN-HAND Islamist militants have carried out several major attacks in Britain this year that have killed a total of 36 people, including a bombing in Manchester and two attacks on bridges in London in which victims were rammed with vehicles and stabbed. Trump initially addressed his rebuke to a Twitter handle that was not May’s, though he later retweeted to the British leader’s correct account. Always a pillar of Britain’s foreign policy, the so-called “special relationship” with Washington has taken on added importance as Britain prepares to leave the European Union in 2019 and seeks new major trade deals.  Since Trump became president, May has gone out of her way to cultivate a good relationship with him. She was the first foreign leader to visit him after his inauguration in January, and they were filmed emerging from the White House holding hands. She later said Trump took her hand in a gentlemanly gesture as they walked down a ramp.  But she angered his many critics in Britain then by extending an invitation to make a state visit to Britain with all the pomp and pageantry it brings including a formal banquet with Queen Elizabeth. London’s mayor, Sadiq Khan, said May should withdraw the offer of a state visit. “After this latest incident, it is increasingly clear that any official visit at all from President Trump to Britain would not be welcomed,” Khan, who has clashed on Twitter with Trump, said. British lawmakers held an urgent session to discuss Trump’s tweets, with parliamentarians from across the political divide united in condemnation. “By sharing it (the videos), he is either a racist, incompetent or unthinking, or all three,” opposition Labour lawmaker Stephen Doughty said. Britain’s Middle East minister Alistair Burt tweeted: “The White House tweets are both alarming and despairing tonight. This is so not where the world needs to go.” Despite repeated calls from opposition lawmakers to cancel the state visit, Home Secretary (interior  minister) Amber Rudd said the invitation still stood although a timing had not been agreed.  Outside parliament, there was more harsh criticism from the likes of Brendan Cox, the husband of lawmaker Jo Cox who was murdered in 2016 by a far-right extremist and Justin Welby, the spiritual head of the Anglican Church.   The U.S. ambassador to London Woody Johnson wrote on Twitter he had relayed concerns to Washington. “The U.S. & UK have a long history of speaking frankly with each other, as all close friends do,” he said. The videos shared by Trump purported to show a group of people who were Muslims beating a teenage boy to death, battering a boy on crutches and destroying a Christian statue. Reuters was unable to verify the videos. The Dutch embassy in Washington issued a Twitter comment on one of them, which Fransen had described as showing a “Muslim migrant” beating up a boy.  “@realDonald Trump Facts do matter. The perpetrator of the violent act in this video was born and raised in the Netherlands,” the embassy said. “He received and completed his sentence under Dutch law.” Britain First, a little-known party on the periphery of UK politics, welcomed Trump’s retweeting of the videos to his 44 million followers, regarding it as an endorsement of their message.  “I’m delighted,” said Fransen, whose own Twitter following increase by 50 percent in the wake of the furor to 78,000. She told Reuters Trump’s retweets showed the president shared her aim of raising awareness of “issues such as Islam”. The White House defended the retweets by the Republican president, who during the 2016 U.S. election campaign called for “a total and complete shutdown of Muslims entering the United States”, saying that he was raising security issues. It repeatedly refused to be drawn into the content of the videos or whether Trump was aware of the source of the tweets. “It’s about ensuring that individuals who come into the United States don’t pose a public safety or terrorism threat,” White House spokesman Raj Shah told reporters aboard Air Force One. ",Real
"Trump believes House will pass healthcare bill Thursday: White House WASHINGTON (Reuters) - President Donald Trump believes the House of Representatives will pass a key healthcare bill on Thursday, despite reports that too many Republicans plan to vote against it for passage, a White House spokesman said on Wednesday.  “I feel confident when the vote comes up, we’ll have the votes,” spokesman Sean Spicer told a news briefing when asked about opposition to the law to replace President Barack Obama’s signature healthcare law. “There is no Plan B. There is Plan A and Plan A. We’re going to get this done,” Spicer said, adding: “Piece by piece, member by member, we’re getting there,” he said.  ",Real
"Massachusetts ballot initiative on president tax return passes hurdle BOSTON (Reuters) - A proposed Massachusetts ballot initiative that would allow voters to require U.S. presidential candidates to release their tax returns cleared a key hurdle on Wednesday, as state lawmakers mulled a similar bill after President Donald Trump declined to release his returns. The state’s attorney general, Maura Healey, a Democrat, certified the initiative petition along with 20 others covering a variety of topics as having met constitutional requirements for ballot questions. The proposed Massachusetts law would require candidates for U.S. president and vice president to submit to the state’s secretary copies of their federal income tax returns for the last six years that could then be made public. Certification of the petitions means backers can begin collecting the tens of thousands of signatures needed to get their questions onto the November 2018 ballot. Healey’s office said her decision did not mean she supported the petitions. The election-related initiative came after Trump, a Republican, last year became the first major presidential candidate since the 1970s to not voluntarily release at least some of his tax returns. Healey’s certification of the petition came as state lawmakers held a committee hearing and took testimony on a bill that would require U.S. presidential candidates to also disclose their tax returns in order to get onto the ballot. Senator Michael Barrett, the bill’s Democratic sponsor, in an interview said the bill had “a lot of grassroots interest,” and was receiving support from March Forward Mass, which formed after the Women’s March protest held in January a day after Trump was inaugurated. William Galvin, the Democratic secretary of state, testified in support of the bill, saying the public disclosure of tax returns is needed in order for voters to know about a candidate’s potential conflicts of interest. “This bill is not about Donald Trump,” he said. “It’s because of Donald Trump.” Barrett acknowledged such a law could be subject to lawsuits. The U.S. Constitution sets out qualifications to become president, and critics could argue the state’s law would unconstitutionally do the same. But Galvin testified that he believed that a law requiring tax returns’ disclosures could survive a legal challenge as states have a right to set conditions to get on their ballots. Similar proposals are being considered in other states. Republican New Jersey Governor Chris Christie in May vetoed a bill that would have required the disclosure by presidential candidates of tax returns, calling it “politics at its worst.” ",Real
"Tough choice for Trump if Congress refuses border wall financing WASHINGTON (Reuters) - President Donald Trump is unlikely to win congressional support for funds he wants for a proposed U.S.-Mexico border wall before an Oct. 1 deadline, meaning he may have to choose between backing down on a key campaign promise or shutting down the government. The second option was a politically dangerous one before  Hurricane Harvey tore through southern Texas over the weekend and it now looks even riskier. At a campaign-style rally in Phoenix last week, Trump  doubled down on his earlier demands that Congress fund a Mexican border wall in government spending legislation, adding a clear threat. “If we have to close down our government, we’re building that wall,” he told supporters. Since then, lawmakers who were already struggling to hammer out a stop-gap federal spending bill before Oct. 1 to avoid a shutdown have had to factor in Trump’s threat as well. During his election campaign, Trump insisted Mexico would pay for the construction of the wall, which experts said could cost about $22 billion and take more than three years to complete. With Mexico refusing to pay, Trump has said since taking office in January that the wall will initially need U.S. funding but that he will find a way to make Mexico ultimately pay for it. A government shutdown would result if Congress is unable to agree on a spending deal or if Trump does not like the package and vetoes it. A veto would put Trump in a dangerous position of rejecting a bill approved by his own party. “Shutting down the government would be a self-destructive act, not to mention an act of political malpractice,” Republican Representative Charlie Dent said in an interview. Republicans firmly control the House of Representatives, but have only a narrow majority in the Senate, where at least eight Democratic votes will be needed to pass a spending bill. Democratic leaders firmly oppose the border wall and appear to be in no mood to do Trump a favor by including funding now. “Democrats aren’t feeling the heat over this,” Democratic strategist Jim Manley said, adding that “no Democrat is going to be cowed” by Trump’s threat to shut down the government. Without Democratic support, current and former congressional aides from both parties said they expected Senate Republican leader Mitch McConnell, who has been sharply criticized by Trump in recent weeks, to opt for a spending bill without wall funding to get legislation to the president’s desk. Dent said he expected the Senate would “strip out” $1.6 billion that had been set aside to start building the wall in a spending measure already passed by the House, and send it back to that chamber for another vote.  Dent voted for the wall funding the first time but said he would approve the spending measure without the wall money if that is what it takes to keep the government open. Asked what Congress would do if Trump vetoes a spending  bill, Dent said: “We’ll have to determine what our next steps will be, but I’m hopeful he’ll sign the bill.” SHORT-TERM FIX A stop-gap spending bill would keep the government open for several months with no major changes to spending programs while lawmakers work out a longer-term deal. The U.S. Congress has relied heavily on those short-term fixes - known as continuing resolutions - for many years. Federal assistance for those affected by devastating floods triggered by Harvey could be attached to a new continuing resolution.  But Trump said on Monday the hurricane recovery effort had not caused him to reconsider the option of a government shutdown. “I think it has nothing to do with it, really. I think this is separate,” he said at a news conference. He said he hoped a government shutdown would not be needed but declined to rule it out. “If it’s necessary, we’ll have to see.” If Trump signs a short-term extension without wall funding, it could delay the battle until December, when that legislation would likely expire. Trump also said on Monday that the border wall was “imperative” in order to tackle drug trafficking and crime as well as illegal immigration. The budget debate is also complicated by the need to finance support for victims of Harvey, the worst storm to hit Texas in more than 50 years, and find a deal on increasing the federal debt ceiling, which limits how much money the U.S. government can borrow. One possible escape route for Trump could be separate legislation for funding the wall. John Cornyn, the No. 2 Republican in the Senate, has introduced legislation that would authorize $15 billion over four years for border security. That would still need the support of at least eight Senate Democrats. ",Real
"Trump says open to raising gasoline tax to fund infrastructure: Bloomberg WASHINGTON (Reuters) - President Donald Trump said on Monday he would consider raising the federal tax on gasoline to fund infrastructure development, Bloomberg News reported. “It’s something that I would certainly consider,” Trump told the news agency in an interview on Monday. “The truckers have said that they want me to do something as long as that money is earmarked to highways.” The Trump administration released an outline of a tax plan last week that would slash tax rates for businesses and reduce the number of tax brackets for individuals. The plan, however, was silent on gasoline taxes, a potentially delicate issue given the widespread impact any increase would have on U.S. households. Trump told Bloomberg his tax proposal was just an opening gambit in a negotiation with lawmakers on Capitol Hill. “Everything is a starting point,” he said, according to Bloomberg, adding that he was willing to give up on aspects of his plan. He declined to specify where he would yield. ",Real
"Japan, U.S. did not discuss currencies in economic talks: government official TOKYO (Reuters) - Japanese Deputy Prime Minister Taro Aso and U.S. Vice President Mike Pence did not discuss currencies in the first round of a bilateral economic dialogue, a senior government official said. “Currencies were not discussed at all,” the official told reporters after the economic dialogue. ",Real
" Trump Signals He May Be Done With Kushner – For The Most Trump Reason Ever Donald Trump may be realizing that there s something to the sage advice of not working with family. On Tuesday, Trump joked that his son-in-law Jared Kushner is becoming more famous than him. For Kushner, who is becoming an albatross around the neck of the administration, that  joke  could be the kiss of political death.Trump has made a similar joke before. Then it was directed toward FBI Director James Comey. Months later, Comey was gone. Jared has actually become much more famous than me   I m a little upset at that,  Trump said, prompting the room to erupt in laughter.House Majority Whip Steve Scalise (R-La.) turned to Kushner and said,  That s a badge of honor.  Kushner smiled but did not respond, according to a reporter in the room.Source: The HillThe joke came after Kushner made the cover of Time Magazine. It doesn t matter that the portrayal wasn t completely flattering or that Kushner s implications in the Russian election scandal are front and center in the article. What matters to Trump is that Kushner, who s perhaps best known as a man of few words, is beginning to eclipse Trump in the media. Except that he s not. Most news stories are still about Trump and not Kushner.Trump doesn t see that, though. When a member of his administration, any member of his administration, becomes a focus of the media, that means at least a little attention is being taken off of him. Trump can t deal with that.Two days after his inauguration, Trump joked that James Comey had  become more famous than me.  Then as now, Trump still dominated most headlines, but for Trump, it wasn t enough. Comey was soon gone.Trump s White House advisors are a hodgepodge of people whose only qualifications are their ability to boost Trump s ego. Once they ve outlived that purpose, they ve outlived their usefulness to Trump, even if they are family.Featured image via Olivier Douliery-Pool/Getty Images",Fake
"Russia says U.S. actions towards its consulates are 'state hooliganism' XIAMEN, China (Reuters) - Russian Deputy Foreign Minister Sergei Ryabkov said on Monday that Washington’s actions towards Russian diplomatic facilities in the United States could be described as “state hooliganism”. “I am inclined to call what is happening state hooliganism,” he told reporters at a BRICS summit in China. ",Real
"House will likely need to vote again on tax bill: Republican leader WASHINGTON (Reuters) - The No. 2 Republican in the U.S. House of Representatives said on Tuesday the House would likely need to vote again on tax legislation on Wednesday morning given that Democrats in the Senate were likely to prevail on a procedural objection. House Majority Leader Kevin McCarthy advised House lawmakers that Senate Democrats were likely to object that the legislation fails to comply with the so-called Byrd rule and were likely to be upheld, necessitating a second House vote. “As such, members are further advised that an additional procedural vote on the Motion to Concur is expected tomorrow morning, which will clear the bill for President Trump’s signature,” McCarthy said in a notice to House lawmakers. ",Real
" White House Sinks To New Lows Of Obstruction; Orders Every Agency To Ignore Democrats’ Oversight Requests The White House is beginning to panic. At least that s the most logical conclusion from their latest jaw-dropping move. In an order that s pretty much unprecedented (wouldn t it be nice if we had just one day without something unprecedented coming from this White House?), the Trump White House has told various government departments that they are not to cooperate with Democrats period.Reportedly, this has been happening since Trump took office. They have formulated a policy that says that agencies are only allowed to respond to committee chairs. Republicans hold both houses of Congress, so every committee is chaired by a Republican.The declaration amounts to a new level of partisanship in Washington, where the president and his administration already feels besieged by media reports and attacks from Democrats. The idea, Republicans said, is to choke off the Democratic congressional minorities from gaining new information that could be used to attack the president. You have Republicans leading the House, the Senate and the White House,  a White House official said.  I don t think you d have the Democrats responding to every minority member request if they were in the same position. A White House spokeswoman said the policy of the administration is  to accommodate the requests of chairmen, regardless of their political party.  There are no Democratic chairmen, as Congress is controlled by Republicans.Source: PoliticoThe information blackout, at least according to White House officials, isn t toward every request from Democrats, just the requests from oversight committees. Whew, that should make us all feel so much better. It s only the agencies that are tagged with making sure laws are followed that are being hobbled.While Obama s White House didn t answer every request from Republicans (admittedly, many are meant to back the opposition into a corner), there was never an explicit policy.Now, of course, while the agencies are under the executive umbrella, they work for the office of the presidency, not for the president personally. For Trump, though, that seems to be far too nuanced a distinction. While agencies are legally free (and some would argue ethically obligated) to abide by oversight requests, even from the minority party, Trump has proven that he will fire anyone who steps out of line.This could certainly backfire, though. If Trump is still in office by the time midterms roll around, and if he keeps destroying the Republican Party, we could see a Democratic takeover of at least one house of Congress. That would give Democrats committee chairs. While the White House could still ignore Democrats  requests, there would be no way around the word  obstruction. Featured image via Pool/Getty Images",Fake
"Trump says unsure if Tillerson will remain secretary of state WASHINGTON (Reuters) - U.S. President Donald Trump said he was unsure whether his top diplomat, Rex Tillerson, would remain in his post for the rest of Trump’s term in the White House and was “not happy” that some State Department staff were not supporting his agenda.     In an interview with Laura Ingraham on Fox News late Thursday, Trump attacked the department under Secretary of State Tillerson and said he alone determines U.S. foreign policy.     “The one that matters is me,” Trump said. “I’m the only one that matters because, when it comes to it, that’s what the policy is going to be.” Asked if he planned to keep Tillerson on board for the rest of his term, Trump told Fox, “Well, we’ll see. I don’t know.”    Trump left on Friday on a trip to Asia with Tillerson following months of conflict between the two. Trump’s comments drew criticism in Congress, where many   fellow Republicans have joined Democrats in objecting to Trump’s plan to slash spending on diplomacy and foreign aid, and his failure to fill key foreign policy jobs. “One would hope that if he’s the only one that matters that he at least gets some feedback from top staff who perhaps can know a little bit more about some of these things than he does,” Representative Eliot Engel, top Democrat on the House of Representatives Foreign Affairs Committee, told Reuters. Tensions between Trump, a real estate developer and reality television star in office since January, and Tillerson,  former chief executive at Exxon Mobil Corp (XOM.N), resurfaced last month amid reports Tillerson had called Trump a “moron” and considered resigning. Tillerson later said he never considered leaving. Trump  said they had a good relationship but criticized Tillerson as weak. Tillerson’s State Department has also been at odds with the White House over global issues including rising tensions over North Korea’s nuclear program. Richard Haass, president of the Council of Foreign Relations, said Trump’s comments spelled trouble not just for the current secretary but for overall foreign policy.  “It’s not just about Rex Tillerson, it’s about who comes after Rex Tillerson. If the president is not determined to make sure his secretary of state will succeed, the secretary of state can’t succeed,” Haass told CBS News. Tillerson has made overhauling the department a top priority and tightened control by consolidating his authority. Critics have decried the reorganization and unfilled jobs at a time when international crises continue around the world. At a recent meeting of former national security advisers, former Secretary of State Colin Powell told H.R. McMaster, Trump’s national security advisor, that the administration was gutting State. McMaster replied that there were people who did not support the president’s agenda, two people present told Reuters. On Thursday, Trump said many of the posts were not needed and he is “not happy” with others already there.  “I want my vision, but my vision is my vision,” he said. “Rex is in there working hard ... he’s doing the best he can.” (This version of the story has been refiled to add dropped words in 11th paragraph) ",Real
"Venture capitalists sue Trump admin over foreign entrepreneur rule delay WASHINGTON (Reuters) - A national association of U.S. venture capitalists filed suit against the Trump administration on Tuesday, claiming it illegally delayed a policy that would have allowed foreign entrepreneurs to stay in the United States to build their companies. The suit, filed in Washington, D.C. District Court by the National Venture Capital Association, argues that the Trump administration did not go through proper procedures when it delayed the Obama administration’s “International Entrepreneur” rule, which was due to go into effect in July and would have allowed some foreign start-up founders to stay in the United States for up to five years in hopes of growing their businesses. Instead, in July the Trump administration pushed back implementing the new rule to March 2018, and said it was “highly likely” the administration would ultimately rescind the rule. In delaying the program’s start date, the Department of Homeland Security did not engage in the standard “notice and comment” period government agencies typically go through when changing regulations, or a delayed effective date. The DHS argued in July that doing so while the agency was likely to abolish the rule would be contrary to the public interest because it would sow confusion and waste resources and mean the immigration agency would have to expend limited resources to implement the rule. The suit claims that the administration’s actions violated the Administrative Procedure Act, which requires advance notice of new rules, and asks the court to stop the government from delaying the new rule and instead require it to begin accepting applications from foreign entrepreneurs. “The process followed by DHS in deciding to delay the effective date of the rule was the polar opposite of the careful, deliberative process DHS used to formulate the rule itself,” the suit argued. A DHS spokesman did not immediately respond to a request for comment on the suit. The NVCA was joined in the suit by several tech start-ups active in the United States but founded by foreign entrepreneurs who wanted to be able to stay in the country and work with their businesses through the entrepreneur rule but are now unable to. The Obama administration estimated fewer than 3,000 entrepreneurs would be eligible for the program each year. The rule would have applied to start-up founders who own a large portion of their companies. To qualify, the companies have to have already received significant investment from American investors or government grants. ",Real
" Republican Judge Rules That Doctors Can Freely Refuse To Treat People, But Only Some People Abortion became a legal procedure in 1973. According to the Supreme Court, it s about a woman s right to privacy. More than 40 years later, a Republican judge put a new spin on the abortion debate. He ruled that it s fine for a doctor to discriminate against a woman who s ever had an abortion. They can discriminate against men too, but only if the man was born with female body parts.The Affordable Care Act (Obamacare) forbids discrimination on the basis of sex or gender identity. It also forbids discrimination based on whether a woman has had an abortion. In other words, the Federal Government has applied a fairly broad definition to sex discrimination, as they should.U.S. Justice Reed O Connor has a different vision, though. He ruled that sex discrimination has only one meaning   discrimination against a woman for being a woman or a man for being a man. As Slate points out, though, who is to determine who is a man or who is a woman?But O Connor recognizes only one kind of sex discrimination: hostility against a man or woman for being a man or a woman. This belief directly contradicts Supreme Court authority; it also doesn t make much sense, since it only raises the key question of who decides whether an individual is a man or a woman. (Is discrimination against an intersex person not sex discrimination? What about a person with ambiguous genitalia who identifies as male?) Still, O Connor got away with this blinkered understanding of sex in blocking federal guidelines on bathroom access for transgender students. And naturally he pulled the same trick here, holding that the HHS rule does not build upon  sex discrimination  and is therefore unlawful.Clearly, this ruling was based on the ludicrous idea that religious people are being discriminated against when they are being told they can t discriminate, much like the Hobby Lobby ruling, which allowed businesses to discriminate against women by not offering birth control with their company insurance plans. Ironically, they don t have to offer paid maternity leave or help out with any of the consequences from not having access to birth control. Still, O Connor tried to rationalize it, calling insuring transgender people a  burden. That fear is now an undeniable reality. O Connor held that treating transgender patients and even insuring transgender patients substantially burdens  insurance companies and hospitals   exercise of religion.  As a result, under RFRA, the HHS rule must be  the least restrictive means of furthering [a] compelling government interest.  O Connor decided that the rule did not constitute  the least restrictive means  of preventing discrimination. Why not? Because  the government [can] assume the cost  of transgender-related treatment, and  assist transgender individuals in finding  a doctor who will treat them. The judge then goes on to suggest that protecting transgender people from discrimination isn t actually a  compelling government interest  in the first place.As for the abortion part of the ruling, well, doctors are not, and have never been, required to perform abortions. This, though, would allow a doctor to not treat a 55-year-old woman for, let s say cancer, just because she had an abortion at 17.The most bizarre part of the ruling, though, had nothing to do with the law and everything to do with 16th Century thinking. The Christian medical associations who brought the suit argued that treating either transgender patients or women who ve had abortions is tantamount to  material cooperation with evil.  What century are we in again?This ruling, though, would open the doors to other types of discrimination, essentially against anything a religious doctor might find yucky, like treating LGBT people or the children of LGBT people.Many will shrug their shoulders and argue that it s no big deal, that the majority of doctors will still treat all patients. While it s hard to say that s true right now, in some parts of the country, it s not that simple. In many parts of the South, for example, it might be difficult to find a doctor who s willing to treat either a woman who s had an abortion or a transgender person. Funny, though, that doctors are still not allowed to discriminate against people born male or Christians.Featured image via Joe Readle/Getty Images",Fake
"Merkel: Paris climate pact needed for sake of Mother Earth BERLIN (Reuters) - German Chancellor Angela Merkel pledged her country’s continued commitment to the Paris climate agreement in the wake of U.S. President Donald Trump’s withdrawal, saying the deal was a “cornerstone” of attempts to stop global warming. Merkel, one of the strongest advocates of the global pact to curb emissions of gases that speed climate change, said there was no turning back from the path that began with the 1997 Kyoto climate protocol and led to 2015’s Paris deal. “The decision of the U.S. to withdraw from the Paris climate agreement is very regrettable, and I’m expressing myself in a very reserved way when I say that,” she said, adding that the deal was needed to protect the environment. “We need this Paris agreement to preserve our Creation,” she said - a rare use of religious imagery by Merkel, a pastor’s daughter who is usually intensely private about her faith. “Nothing can or will stop us from doing that,” she added. Trump’s decision would not stop those who feel committed to protecting the planet, she said: “On the contrary, in Germany, in Europe and in the world, we will join forces to take on and successfully tackle big challenges facing humanity.” She said the agreement, which Trump rejected because he said it would impose “unfair” costs on U.S. industry, would ultimately result in more prosperity and greater opportunities for the world. “To everyone for whom the future of our planet is important, I say let’s continue down this path so we’re successful for our Mother Earth,” she said. German industry associations also criticized Trump’s decision to withdraw from the climate deal, warning that the move would harm the global economy and lead to market distortions. Germany’s DIHK Chambers of Commerce and the VDMA engineering industry association warned that U.S. companies could gain short-term advantages by Trump’s decision. “Climate protection can be pushed forward in an effective and competetion-friendly way only by all states,” said DIHK President Eric Schweitzer. Schweitzer said other countries should stick to their commitments, but warned that attempting to compensate for the U.S. withdrawal by other countries redoubling their commitments would be self-defeating. ",Real
"Senators Burr, Tillis oppose Trump's EPA nominee Dourson: reports  (In Nov 15 item, corrects third paragraph to say Dourson is a former professor at the University of Cincinnati) (Reuters) - North Carolina Senators Richard Burr and Thom Tillis said they will not support the Trump administration’s nominee to head the Environmental Protection Agency’s (EPA) chemical safety office, media reports said. If one more Republican votes against Michael Dourson, he likely wouldn't be confirmed to the post, the Hill reported on Wednesday. bit.ly/2hv1xgN The Republican Senators raised concerns about the track record of Dourson, a former professor at the University of Cincinnati who has worked as a consultant for chemical companies, StarNews reported. bit.ly/2jvLPpR “With his record and our state’s history of contamination at Camp Lejeune as well as the current GenX water issues in Wilmington, I am not confident he is the best choice for our country,” StarNews quoted Senator Burr as saying. The U.S. Senate environment panel, on Oct. 25, approved Dourson and 3 other nominees to top posts at the EPA, in a 11-10 vote along party lines that was slammed by Democrats. Dourson, while a consultant, had assessed some chemicals, including PFOA, used to make Teflon non-stick surfaces, to be safe at levels far higher than considered acceptable by the EPA. Reuters could not reach the Senators for comment outside regular business hours. ",Real
